,UserID,MovieID,y,Gender,Age,Occupation,Title,Genres,Year
110,31,3012,0,1,6,7,"[3779, 3780]",[2],8
111,31,1937,1,1,6,7,"[2931, 13, 106]",[2],26
112,31,3640,0,1,6,7,"[32, 4, 50, 133, 3]","[2, 1]",39
113,31,957,1,1,6,7,"[835, 396, 1]",[1],8
114,31,961,1,1,6,7,"[26, 298, 2227]",[1],18
115,31,2874,0,1,6,7,"[1351, 97, 1]",[2],39
116,31,3349,0,1,6,7,"[4089, 2, 4090, 1]",[2],29
117,32,3787,1,0,2,0,"[4445, 4446]",[2],81
118,33,3935,0,1,4,3,[1416],[6],55
119,33,2637,0,1,4,3,"[520, 490, 1]",[6],22
120,33,2638,0,1,4,3,"[520, 1314, 1]",[6],24
121,33,2646,1,1,4,3,"[34, 2, 154]",[6],27
122,33,2647,1,1,4,3,"[34, 2, 117]",[6],26
123,33,2649,1,1,4,3,"[92, 2, 117]",[6],21
124,33,2650,1,1,4,3,"[179, 2, 117, 1]",[6],24
125,33,2674,0,1,4,3,"[3492, 2, 1075, 895, 1]",[1],81
126,33,3110,1,1,4,3,[156],[1],66
127,33,3121,0,1,4,3,"[3882, 3883, 1]",[19],35
128,33,3587,0,1,4,3,[1301],[6],62
129,33,3230,1,1,4,3,"[856, 1361, 1]",[4],56
130,33,1152,0,1,4,3,"[1095, 633, 79, 17]","[11, 19, 4]",30
131,33,3340,1,1,4,3,"[94, 2, 1, 743]","[6, 8, 9]",38
132,33,565,0,1,4,3,[1879],[6],74
133,34,3597,0,0,1,0,[4298],[2],82
134,35,2708,1,1,4,1,"[511, 253, 43, 3531, 3532]",[5],80
135,35,803,0,1,4,1,"[530, 5, 1004]",[5],78
136,35,824,1,1,4,1,"[2130, 2131]",[1],75
137,35,2238,1,1,4,1,"[111, 3148, 3149, 3150]","[2, 1]",58
138,35,3473,0,1,4,1,"[4185, 91, 503, 96, 4186, 4, 1, 237, 367]",[2],58
139,35,3567,0,1,4,1,"[4266, 4267]",[2],81
140,35,863,0,1,4,1,"[2166, 1022]",[2],76
141,35,3320,0,1,4,1,"[4070, 4071, 4072, 4073]","[2, 5]",81
142,36,178,0,1,2,3,"[9, 239, 830]",[2],75
143,36,2250,1,1,2,3,"[36, 125, 1173]",[1],72
144,36,30,1,1,2,3,"[527, 1437, 528, 3, 528, 528, 1438, 1439, 1440]",[1],77
145,36,2774,1,1,2,3,"[359, 635, 202]","[2, 5]",81
146,36,449,1,1,2,3,"[104, 2, 3, 54, 901]",[2],75
147,36,2972,1,1,2,3,"[65, 3747, 3748, 3749, 3750]","[1, 12]",69
148,37,961,1,0,2,9,"[26, 298, 2227]",[1],18
149,38,779,0,0,1,4,"[2083, 417, 324, 35]","[1, 5]",79
150,38,1463,0,0,1,4,"[70, 153, 968]","[2, 5]",79
151,38,64,0,0,1,4,"[40, 535, 79, 83]","[2, 5]",78
152,40,976,1,1,4,0,"[590, 6, 2235, 3]","[5, 12]",14
153,40,2537,0,1,4,0,"[196, 1, 1240, 161]",[7],61
154,40,3417,1,1,4,0,"[819, 4150, 1]","[7, 2, 8, 9]",34
155,42,2681,1,1,2,8,"[238, 3498]","[2, 5, 8, 9]",80
156,42,3780,0,1,2,8,"[4439, 140, 257]","[8, 9]",32
157,44,3612,1,1,4,17,"[4312, 5, 1, 278, 1]","[7, 14, 5]",58
158,44,2461,0,1,4,17,"[3318, 190, 517, 152, 22]",[6],72
159,44,2462,0,1,4,17,"[77, 2, 1, 190, 517, 152, 1]",[6],76
160,45,3284,1,0,4,16,"[333, 4035, 96, 1305]","[2, 5]",53
161,45,2205,0,0,4,16,"[78, 105, 1039]",[2],23
162,45,3874,0,0,4,16,"[4522, 4, 50, 133, 3]","[2, 5]",78
163,45,1782,0,0,4,16,"[26, 30]","[2, 5]",80
164,45,753,0,0,4,16,"[2050, 79, 1, 986, 3]","[2, 1]",77
165,45,2738,0,0,4,16,"[584, 2, 1, 74]","[2, 1]",68
166,45,2168,0,0,4,16,"[336, 19, 33]","[1, 5]",80
167,45,3612,1,0,4,16,"[4312, 5, 1, 278, 1]","[7, 14, 5]",58
168,45,3540,0,0,4,16,"[664, 2, 4242]","[5, 4]",81
169,45,779,0,0,4,16,"[2083, 417, 324, 35]","[1, 5]",79
170,45,35,0,0,4,16,[1442],"[1, 5]",77
171,45,287,0,0,4,16,"[1670, 379, 3, 566]","[2, 5]",76
172,45,2339,0,0,4,16,"[593, 96, 61, 14, 176]","[2, 5]",80
173,45,1398,0,0,4,16,"[4, 9, 5, 118]","[5, 12]",78
174,45,937,1,0,4,16,"[9, 4, 1, 1033]","[2, 5]",39
175,45,2849,0,0,4,16,"[3635, 3636]","[2, 1]",73
176,45,2415,0,0,4,16,"[3294, 274, 41]","[1, 5]",68
177,45,2417,0,0,4,16,[3295],"[2, 1]",68
178,45,447,0,0,4,16,"[1794, 1]","[2, 5]",76
179,45,2426,1,0,4,16,"[701, 2, 1247, 1]","[2, 1, 5]",80
180,45,1632,0,0,4,16,"[2733, 243, 2734, 3]","[2, 5]",79
181,45,2292,0,0,4,16,"[3197, 3198]",[5],78
182,45,469,0,0,4,16,"[34, 2, 1, 905, 1]","[1, 5]",75
183,45,1571,0,0,4,16,"[155, 1, 452, 172, 2698, 2699, 92, 2700]","[2, 5]",78
184,45,2884,0,0,4,16,"[89, 174]","[2, 5]",80
185,45,118,0,0,4,16,"[535, 1525, 807]","[2, 5]",78
186,45,1666,0,0,4,16,"[2754, 2755]",[5],79
187,45,2037,0,0,4,16,[2981],"[7, 10, 2]",59
188,45,633,0,0,4,16,"[1939, 780, 44]",[2],77
189,45,566,0,0,4,16,"[249, 4, 50, 133]","[2, 5]",76
190,45,1677,0,0,4,16,"[2763, 1193]",[2],79
191,46,3280,1,1,1,19,"[136, 1]",[6],55
192,46,3939,1,1,1,19,"[772, 87, 152, 10, 1]",[6],69
193,46,847,0,1,1,19,"[23, 1015, 1]","[2, 1]",78
194,46,1102,0,1,1,19,"[38, 2333]",[3],78
195,46,3677,0,1,1,19,[4366],[13],74
196,46,2523,0,1,1,19,[3367],"[1, 4]",59
197,48,2152,0,1,2,4,"[251, 1170, 185, 3080]","[10, 2]",80
198,48,1602,0,1,2,4,"[1173, 24, 6, 2713]",[2],79
199,48,1398,0,1,2,4,"[4, 9, 5, 118]","[5, 12]",78
200,48,937,1,1,2,4,"[9, 4, 1, 1033]","[2, 5]",39
201,48,1703,0,1,2,4,"[14, 2782, 82, 2783]",[2],79
202,48,336,0,1,2,4,"[530, 20, 1]","[1, 12]",77
203,48,513,0,1,2,4,"[1828, 917]","[2, 15, 5]",76
204,48,54,0,1,2,4,"[23, 232, 1]","[10, 2]",77
205,48,453,0,1,2,4,"[14, 9, 82, 122]",[2],75
206,48,2965,0,1,2,4,"[1359, 754, 1]",[3],81
207,48,486,0,1,2,4,"[18, 19, 1814]",[2],75
208,48,1310,1,1,2,4,[980],[13],78
209,50,3390,0,0,2,2,"[527, 4129]",[7],68
210,50,2007,0,0,2,2,"[2956, 247]",[2],80
211,51,1337,1,0,0,10,"[126, 2523, 1]",[6],27
212,53,571,1,1,2,0,"[247, 927, 1]",[1],76
213,53,718,1,1,2,0,"[2015, 1, 62, 2016]","[2, 8, 9]",75
214,53,580,0,1,2,0,"[242, 1896]",[1],76
215,53,1417,0,1,2,0,"[686, 2, 3, 217, 1]",[1],78
216,53,1365,1,1,2,0,[2546],[1],78
217,53,764,1,1,2,0,[944],"[1, 5]",77
218,53,846,1,1,2,0,[2152],[1],77
219,53,1522,1,1,2,0,[2662],[1],78
220,53,1609,0,1,2,0,[2720],[1],79
221,53,3092,1,1,2,0,[3861],[1],44
222,53,963,1,1,2,0,"[1043, 648, 1]",[14],31
223,53,893,1,1,2,0,"[349, 17]",[1],78
224,53,148,1,1,2,0,"[1558, 23, 161, 43]",[1],77
225,53,3437,0,1,2,0,"[472, 320, 1180]",[1],73
226,53,309,0,1,2,0,"[65, 869, 232, 869]",[1],76
227,53,3605,1,1,2,0,"[32, 4305]","[1, 14]",40
228,53,3464,1,1,2,0,"[4177, 4178]","[8, 9, 4]",75
229,53,1861,0,1,2,0,"[2887, 1213]","[2, 4]",79
230,53,3393,1,1,2,0,"[1395, 19, 43, 193]","[2, 17]",69
231,53,326,1,1,2,0,"[6, 309, 1702]",[1],76
232,53,184,1,1,2,0,[1584],[1],76
233,53,268,1,1,2,0,"[26, 856]",[1],76
234,53,269,1,1,2,0,"[13, 165, 18, 561, 1656, 1657]",[1],75
235,53,3620,1,1,2,0,"[4316, 2, 4317, 1]","[2, 1]",79
236,53,341,1,1,2,0,"[246, 544]",[1],76
237,53,35,1,1,2,0,[1442],"[1, 5]",77
238,53,365,0,1,2,0,"[26, 1734]",[1],75
239,53,2781,0,1,2,0,"[3580, 1]",[6],41
240,53,510,0,1,2,0,"[1824, 915]",[1],75
241,53,513,1,1,2,0,"[1828, 917]","[2, 15, 5]",76
242,53,55,0,1,2,0,[1453],[1],77
243,53,617,1,1,2,0,"[1925, 2, 13, 90, 1, 15, 1926, 28, 561, 1927]",[1],77
244,53,561,1,1,2,0,"[178, 925, 74]",[4],76
245,53,565,0,1,2,0,[1879],[6],74
246,54,3049,1,1,5,1,"[192, 11, 3802, 1, 118]","[2, 12]",49
247,56,2786,0,1,3,20,"[335, 749]",[2],68
248,57,3797,0,1,1,19,"[4, 1369, 1]",[4],82
249,57,2152,0,1,1,19,"[251, 1170, 185, 3080]","[10, 2]",80
250,57,3820,0,1,1,19,"[748, 5, 1, 344, 4472]",[10],82
251,57,3694,1,1,1,19,"[768, 769, 37, 10, 1]","[2, 6]",71
252,58,2744,1,1,2,2,[3558],[1],68
253,58,3663,0,1,2,2,"[214, 150, 184]","[6, 8, 9, 4]",75
254,58,3664,0,1,2,2,"[214, 150, 282, 1, 119, 722]","[6, 8, 9, 4]",76
255,58,392,1,1,2,2,"[90, 88, 2, 229, 1757, 1]","[7, 10]",75
256,58,1311,0,1,2,2,"[411, 19, 2510]",[2],78
257,59,1421,0,0,5,1,"[2585, 20]",[13],77
258,59,3224,1,0,5,1,"[71, 4, 1, 3976, 3977, 66, 3978]",[1],46
259,59,959,1,0,5,1,"[2, 239, 2225]",[1],16
260,59,976,0,0,5,1,"[590, 6, 2235, 3]","[5, 12]",14
261,59,3414,0,0,5,1,"[9, 39, 3, 4146, 4147, 109]",[5],37
262,59,3655,0,0,5,1,"[4353, 68, 15, 1377, 4354]",[1],55
263,59,3808,1,0,5,1,"[40, 304, 15, 4460]","[1, 12]",43
264,59,3816,1,0,5,1,"[4465, 21, 1, 15, 4466, 4467]",[1],67
265,59,615,1,0,5,1,"[1921, 5, 202, 1922, 263, 1923]",[1],55
266,59,1241,0,0,5,1,[2452],"[2, 6]",74
267,60,1180,0,1,5,1,"[2405, 13, 663]",[2],73
268,60,113,0,1,5,1,"[294, 5, 295]","[1, 15]",78
269,60,1731,0,1,5,1,"[78, 2800]",[2],79
270,60,513,0,1,5,1,"[1828, 917]","[2, 15, 5]",76
271,60,2045,1,1,5,1,"[402, 222, 711, 3]","[7, 10, 1, 5]",75
272,61,3511,0,1,2,17,"[866, 6, 803]",[2],82
273,61,3743,0,1,2,17,"[58, 5, 99]","[2, 5]",82
274,62,806,0,0,3,3,"[38, 634]",[1],78
275,62,664,0,0,3,3,[1971],[2],78
276,62,2079,1,0,3,3,[3026],"[10, 1]",42
277,62,3103,0,0,3,3,"[3869, 3870]","[1, 5]",72
278,62,3109,0,0,3,3,"[315, 1]",[1],66
279,62,3110,1,0,3,3,[156],[1],66
280,62,1450,1,0,3,3,"[1152, 2, 1, 2611, 2612, 2613]",[12],78
281,62,1463,1,0,3,3,"[70, 153, 968]","[2, 5]",79
282,62,2341,1,0,3,3,"[1077, 76, 3235]",[1],80
283,62,1477,0,0,3,3,"[9, 325]",[5],79
284,62,956,0,0,3,3,"[2223, 1041]","[1, 5]",23
285,62,959,1,0,3,3,"[2, 239, 2225]",[1],16
286,62,960,1,0,3,3,"[193, 8, 13, 2226]","[11, 1]",28
287,62,974,0,0,3,3,[2233],"[1, 5]",20
288,62,3414,0,0,3,3,"[9, 39, 3, 4146, 4147, 109]",[5],37
289,62,3423,0,0,3,3,"[268, 1086]",[1],70
290,62,3518,0,0,3,3,"[191, 2, 4227, 1]","[1, 4]",79
291,62,3602,0,0,3,3,"[700, 11, 173]",[14],42
292,62,1934,1,0,3,3,"[35, 492, 507, 24, 19, 35]",[2],20
293,62,2738,0,0,3,3,"[584, 2, 1, 74]","[2, 1]",68
294,62,254,1,0,3,3,"[1646, 4, 80]",[1],77
295,62,182,0,0,3,3,"[832, 5, 1582]","[1, 5]",77
296,62,269,1,0,3,3,"[13, 165, 18, 561, 1656, 1657]",[1],75
297,62,2820,1,0,3,3,[362],[1],46
298,62,2755,0,0,3,3,"[458, 2, 29]",[1],69
299,62,418,0,0,3,3,"[418, 239]",[1],75
300,62,279,1,0,3,3,"[13, 132]",[1],77
301,62,437,0,0,3,3,"[1786, 5, 1787]",[2],76
302,62,3738,0,0,3,3,"[4403, 390, 1]",[1],56
303,62,2939,1,0,3,3,[712],"[1, 4]",35
304,62,78,0,0,3,3,"[796, 1479, 1]",[1],77
305,62,630,1,0,3,3,"[1936, 172]","[1, 5]",78
306,62,640,0,0,3,3,[1945],"[1, 4]",78
307,63,166,0,1,1,4,"[822, 823, 1]","[2, 1]",77
308,63,2678,0,1,1,4,"[311, 41]",[1],81
309,64,2913,1,1,1,1,"[3686, 3687, 2, 1, 3688, 239, 1]",[2],80
310,67,961,0,0,5,5,"[26, 298, 2227]",[1],18
311,68,3112,1,1,1,4,"[3874, 349]",[1],68
312,68,3069,1,1,1,4,"[641, 2, 3822, 3823, 8, 7, 4, 1, 137, 3824, 1]",[1],54
313,68,1926,0,1,1,4,"[577, 1230, 1]",[14],11
314,69,2434,0,0,2,1,"[63, 4, 1, 969]",[1],80
315,69,321,1,0,2,1,"[1694, 5, 202, 1695, 570, 202]",[1],75
316,69,40,1,0,2,1,"[290, 1, 380, 156]",[1],77
317,69,617,1,0,2,1,"[1925, 2, 13, 90, 1, 15, 1926, 28, 561, 1927]",[1],77
318,69,476,1,0,2,1,"[1810, 1]","[2, 1]",76
319,70,2979,1,1,1,4,"[126, 904]",[1],81
320,72,3124,1,0,4,0,"[1375, 3887]","[2, 1]",81
321,73,8,0,1,1,4,"[229, 5, 1422]","[7, 10]",77
322,73,2196,0,1,1,4,"[3115, 222]",[3],80
323,73,990,0,1,1,4,"[1051, 2244]","[3, 7, 4]",78
324,73,2625,0,1,1,4,"[54, 314, 3462, 3463]",[3],78
325,73,240,0,1,1,4,[1633],[4],77
326,73,3596,0,1,1,4,[4297],[2],82
327,73,704,0,1,1,4,"[334, 1]","[3, 7]",78
328,74,869,0,1,3,14,"[2169, 30]",[11],78
329,74,615,1,1,3,14,"[1921, 5, 202, 1922, 263, 1923]",[1],55
330,75,577,1,0,0,10,[1894],"[7, 10]",76
331,75,8,1,0,0,10,"[229, 5, 1422]","[7, 10]",77
332,75,2152,1,0,0,10,"[251, 1170, 185, 3080]","[10, 2]",80
333,75,1551,1,0,0,10,[697],"[7, 10, 1]",79
334,75,1489,1,0,0,10,"[452, 125, 336]","[16, 10, 14]",79
335,75,885,1,0,0,10,[2183],"[10, 1, 17]",78
336,75,1495,0,0,0,10,"[2638, 3, 395, 831, 42]","[3, 7, 10]",79
337,75,1582,1,0,0,10,"[102, 144]","[7, 10]",79
338,75,3400,1,0,0,10,"[1271, 67, 3, 4134, 21]","[16, 10]",75
339,75,2559,1,0,0,10,"[32, 5, 11, 1]","[16, 10]",81
340,75,146,0,0,0,10,"[1555, 1556, 161, 1]","[7, 10]",77
341,75,238,0,0,0,10,"[402, 16, 61, 1, 88, 2, 846, 89]","[7, 10]",77
342,75,609,1,0,0,10,"[943, 328, 10, 56, 4, 1916, 1917]","[7, 10]",78
343,75,87,1,0,0,10,"[1492, 1493, 4]","[10, 2]",78
344,75,631,1,0,0,10,"[46, 329, 210, 6, 142, 12]","[16, 10, 14]",78
345,75,634,0,0,0,10,"[1940, 949]",[2],77
346,75,711,0,0,0,10,[2009],"[7, 10]",78
347,76,3898,0,1,3,7,[1390],"[3, 2]",82
348,76,536,0,1,3,7,"[435, 793, 2, 1849, 3]",[1],76
349,77,536,0,1,1,4,"[435, 793, 2, 1849, 3]",[1],76
350,78,1677,0,0,4,1,"[2763, 1193]",[2],79
351,78,3282,1,0,4,1,"[1337, 14, 99]",[2],78
352,78,2499,1,0,4,1,"[189, 3351, 3352, 3353]",[2],80
353,78,156,0,0,4,1,"[41, 4, 1, 199]",[2],77
354,78,1871,1,0,4,1,"[714, 2, 1, 2893, 3]","[2, 1]",79
355,78,298,1,0,4,1,"[864, 407]",[2],74
356,78,84,1,0,4,1,"[25, 98, 4, 1, 1489]","[2, 1]",77
357,78,568,1,0,4,1,"[1881, 8, 1, 108]","[2, 1]",75
358,79,40,1,0,4,0,"[290, 1, 380, 156]",[1],77
359,79,2873,0,0,4,0,"[3652, 8, 1, 358]","[1, 15, 5]",80
360,82,718,1,1,2,17,"[2015, 1, 62, 2016]","[2, 8, 9]",75
361,82,55,0,1,2,17,[1453],[1],77
362,85,3914,1,1,1,4,"[386, 687, 166, 1]",[1],82
363,86,754,1,0,0,10,"[209, 2051, 1, 90, 2, 629, 211]","[7, 10]",77
364,86,3118,0,0,0,10,[3876],[1],81
365,86,1582,1,0,0,10,"[102, 144]","[7, 10]",79
366,86,54,1,0,0,10,"[23, 232, 1]","[10, 2]",77
367,86,609,1,0,0,10,"[943, 328, 10, 56, 4, 1916, 1917]","[7, 10]",78
368,87,583,0,1,2,14,"[438, 930, 1903, 1904]","[2, 1]",76
369,87,2157,0,1,2,14,"[3087, 8, 1, 504, 1]",[5],80
370,87,826,0,1,2,14,[2134],[1],77
371,87,1112,0,1,2,14,[2346],"[3, 1]",78
372,87,390,0,1,2,14,"[1753, 1754, 170, 170]","[3, 2, 1]",47
373,90,1437,0,1,6,13,"[2596, 215, 1]",[1],75
374,90,2190,1,1,6,13,"[3110, 112, 690, 244, 4, 9]",[1],80
375,90,869,0,1,6,13,"[2169, 30]",[11],78
376,90,3141,1,1,6,13,"[40, 3897, 1]",[1],72
377,90,993,0,1,6,13,[2246],[1],78
378,90,2582,1,1,6,13,"[499, 3416, 1113, 273, 3417]","[3, 2]",74
379,90,294,0,1,6,13,"[1673, 132, 1]","[2, 5]",77
380,90,392,0,1,6,13,"[90, 88, 2, 229, 1757, 1]","[7, 10]",75
381,90,2880,1,1,6,13,"[624, 750, 12, 3657, 3658]","[3, 7, 2]",72
382,91,2073,1,1,3,7,[3020],[2],67
383,91,268,1,1,3,7,"[26, 856]",[1],76
384,92,8,0,0,1,4,"[229, 5, 1422]","[7, 10]",77
385,92,1582,0,0,1,4,"[102, 144]","[7, 10]",79
386,92,1595,0,0,1,4,"[238, 394, 51, 1, 2709]","[7, 10, 1]",79
387,92,1750,0,0,1,4,"[48, 81]","[7, 10, 17, 8, 9]",79
388,92,2559,0,0,1,4,"[32, 5, 11, 1]","[16, 10]",81
389,92,217,0,0,1,4,"[1613, 1]","[1, 4]",77
390,92,2566,0,0,1,4,"[3401, 3402, 42]","[16, 10]",81
391,92,3511,0,0,1,4,"[866, 6, 803]",[2],82
392,92,3454,0,0,1,4,"[718, 24, 379]","[2, 5]",82
393,92,2800,0,0,1,4,"[26, 3588, 88, 4, 3589]","[16, 10]",74
394,92,1881,0,0,1,4,"[334, 14, 2897]","[7, 16, 10, 17]",80
395,92,3743,0,0,1,4,"[58, 5, 99]","[2, 5]",82
396,92,2874,1,0,1,4,"[1351, 97, 1]",[2],39
397,92,2876,0,0,1,4,[3654],"[16, 10]",76
398,92,486,0,0,1,4,"[18, 19, 1814]",[2],75
399,92,3776,0,0,1,4,"[1230, 27]","[16, 10, 14]",30
400,93,667,0,1,2,17,"[960, 12]",[3],77
401,93,1599,0,1,2,17,[1171],[3],79
402,93,2818,0,1,2,17,"[226, 372, 164]","[3, 12]",77
403,94,3933,0,1,2,17,"[178, 4561, 1]","[6, 8, 9]",41
404,94,1349,0,1,2,17,"[679, 3, 2529]",[6],68
405,97,3870,1,0,3,3,"[721, 270]",[1],22
406,97,2210,0,0,3,3,[3127],[4],18
407,97,1507,0,0,3,3,"[121, 261]","[1, 12]",79
408,97,959,1,0,3,3,"[2, 239, 2225]",[1],16
409,97,1596,1,0,3,3,"[2710, 99]",[1],79
